Name,Overall,Value
 A. Soumaoro,74,€6.5M
 P. Rojas,68,€975K
 N. Low,60,€250K
 A. Al Zaqan,65,€575K
 D. Frick,66,€600K
 D. Weber,59,€240K
 M. Ogbu,65,€650K
 D. Kelly-Evans,60,€400K
 Kim Geon Ung,65,€825K
 W. Miller,62,€475K
 N. Tripichio,64,€625K
 M. Kaasa,61,€475K
 C. Stefańczyk,61,€100K
 F. Musaev,60,€210K
 A. Henley,64,€475K
 S. Lovric,65,€825K
 F. Ugrinic,60,€425K
 T. Lockyer,68,€1.1M
 D. Imrie,62,€180K
 A. Kruiswijk,72,€1.8M
 L. Dunk,76,€8.5M
 R. Windbichler,69,€1.1M
 K. Buchanan,68,€1.1M
 Jonaldo Santoso,68,€1M
 F. Saavedra,60,€250K
 S. Brown,62,€170K
 B. Barry,66,€950K
 Kim Won Sik,64,€500K
 Erin Pinheiro,60,€300K
 Kim Kwang Suk,69,€325K
 Lee Sang Heon,64,€650K
 D. Cacia,71,€1.5M
 J. Lelieveld,64,€600K
 L. Luna,61,€200K
 J. Schuurman,60,€350K
 A. Levipan,68,€1M
 C. Dell'Orco,67,€875K
 E. Brophy,63,€650K
 T. Ebner,64,€475K
 Loren,73,€5.5M
 M. Bayır,65,€425K
 M. Fortuné,64,€210K
 J. Sellars,63,€600K
 G. Zárate,65,€425K
 R. Torres,61,€550K
 C. Stewart,64,€475K
 M. Wagué,65,€775K
 C. Suárez,71,€1.8M
 B. Koita,71,€2.8M
 M. Bridge,62,€275K
 A. Al Suwat,64,€600K
 P. Brożek,66,€350K
 G. Brennan,58,€120K
 A. Rodríguez,73,€4.1M
 K. Appiah-Kubi,63,€450K
 J. El Yamiq,70,€1.8M
 Rulo,64,€525K
 J. Muñoz,62,€240K
 B. Kuscevic,69,€1.5M
 Y. Hashizume,62,€325K
 A. Collin,71,€1.6M
 D. Schahin,66,€675K
 W. Kuzain,60,€375K
 F. Flórez,65,€650K
 G. Kamara,63,€525K
 A. Ludwig,65,€650K
 N. Janvier,60,€425K
 M. Vargas,67,€1.7M
 Ramón,61,€240K
 A. Gomes,64,€975K
 Heo Yong Joon,65,€675K
 S. Iljutcenko,68,€975K
 Carlos Hernández,73,€4.2M
 S. Rudol,65,€625K
 B. Vliet,60,€400K
 J. Lewis,64,€875K
 C. Brittain,61,€475K
 Dani Ojeda,65,€750K
 A. Barton,63,€425K
 Welson Leima,68,€375K
 D. Pender,59,€90K
 M. Deplagne,68,€900K
 M. Pawelec,62,€200K
 J. Ekkelenkamp,63,€725K
 J. Cook,61,€275K
 Fran Sánchez,61,€275K
 M. Merkulov,66,€750K
 J. Forte,64,€425K
 P. Breier,65,€700K
 E. Cabaco,72,€3.9M
 Luís Leal,69,€1M
 R. Janssen,66,€600K
 L. Zwoliński,64,€600K
 D. Alfei,60,€210K
 D. Fisher,70,€1.9M
 A. Koryan,64,€675K
 N. Baranov,66,€725K
 A. Vega,67,€1.6M
 L. Koné,73,€3.2M
 Y. Dhanda,62,€625K
 T. Conlon,57,€170K
 Danilo Sacrio,66,€725K
 M. Al Enazi,61,€100K
 M. Greve,61,€375K
 M. Tosetti,68,€1.1M
 R. Schwartz,66,€675K
 K. Osorio,64,€600K
 Esteve,62,€475K
 Weilson Leal,67,€600K
 S. Al Dossari,62,€250K
 Nahuel,63,€550K
 J. van der Lely,67,€900K
 A. Boljević,67,€1M
 A. Cardozo,61,€375K
 F. Kalig,68,€975K
 E. Nazaryna,62,€500K
 R. Koike,67,€800K
 H. Zuck,67,€825K
 D. Marsura,65,€700K
 A. Power,63,€275K
 V. Pollet,65,€1M
 G. Kalulu,63,€600K
 G. Sawyer,64,€300K
 R. Camacho,69,€925K
 R. Matsuda,67,€650K
 M. Salazar,61,€325K
 G. Kelly,59,€180K
 Estevão Candeira,72,€2.8M
 Xande Silva,68,€1.2M
 N. Khoualed,67,€525K
 A. García,65,€550K
 R. Knoche,75,€7M
 J. Kana-Biyik,75,€6.5M
 T. Pope,65,€475K
 A. Moreno,64,€575K
 D. Jajic,59,€230K
 F. Deli,65,€750K
 R. Cole,57,€220K
 Barbero,60,€325K
 E. Butin,66,€650K
 G. Gaudino,69,€2M
 U. Mohammed,61,€350K
 A. Jafar,63,€500K
 M. Bagayoko,67,€625K
 D. Barinov,62,€600K
 A. Jacobsen,68,€950K
 M. Lorenzen,64,€625K
 A. Messaoud,66,€750K
 G. Cummins,64,€450K
 Marc Valiente,70,€1.3M
 M. Nielsen,64,€450K
 K. Sylwestrzak,64,€350K
 M. Osei Kwadwo,65,€800K
 I. Alhaft,66,€1M
 A. Touré,72,€3.5M
 K. Shelton,65,€725K
 Rochinha,66,€950K
 P. Zulechner,66,€675K
 J. Campo,63,€425K
 T. Carrique,64,€825K
 S. Brandstetter,66,€675K
 M. Viviani,58,€250K
 A. N'Diaye,65,€575K
 L. Röser,66,€900K
 T. Lehne Olsen,65,€650K
 T. Lebeau,62,€450K
 N. Maher,59,€170K
 S. Robert,60,€350K
 J. Sánchez Sotelo,65,€550K
 T. Wachsmuth,67,€575K
 S. Ruprecht,68,€675K
 O. Aydın,64,€600K
 Josué Sá,72,€3.4M
 Lee Min Soo,61,€300K
 D. Stec,63,€400K
 M. Kazankov,64,€425K
 A. Blackman,61,€210K
 F. Angiulli,63,€425K
 T. Takagi,61,€275K
 H. Wingo,61,€375K
 J. Mendes,65,€650K
 J. Weir,62,€475K
 J. Brandon,58,€240K
 E. Kwateng,66,€775K
 J. Jönsson,65,€220K
 M. Ballmert,66,€675K
 H. Kamara,64,€600K
 N. Barrios,64,€975K
 F. Moyano,61,€425K
 E. Flores,66,€550K
 O. Lund,62,€300K
 Aythami Artiles,73,€2.7M
 C. Díaz,63,€500K
 E. Bajrami,64,€450K
 A. Taylor-Sinclair,61,€240K
 A. Herzog,61,€375K
 D. Haspolat,61,€500K
 P. Fito,61,€325K
 M. Fink,66,€525K
 A. Bradley,60,€425K
 F. Børsting,64,€675K
 N. Kijewski,64,€600K
 R. Bocalon,67,€800K
 L. Calapai,65,€575K
 O. Rathbone,62,€475K
 J. Nikolaou,67,€875K
 N. Moreno,62,€500K
 A. Mantovani,69,€425K
 K. Watson,63,€300K
 G. Gutiérrez,68,€750K
 B. Lucumí,54,€90K
 J. Earl,66,€925K
 M. Ziemer,64,€400K
 L. Ruiz,69,€1M
 Gégé,70,€1.4M
 M. O'Hara,62,€525K
 J. Derstroff,65,€650K
 D. Santa,62,€300K
 J. van Aken,71,€2.8M
 S. Dursun,69,€1.3M
 A. Okosun,61,€325K
 J. Palomino,76,€7.5M
 G. Arteaga,63,€475K
 V. Jalasto,64,€300K
 M. Virtue-Thick,59,€250K
 A. Sadiku,69,€1.3M
 N. Ajose,65,€700K
 C. Varrault,69,€70K
 F. Lesniak,62,€450K
 Eneko Capilla,67,€1.1M
 M. Coda,72,€3.2M
 G. Morrissey,62,€350K
 M. Vallecilla,62,€250K
 C. Stengs,68,€1.8M
 De Los Reyes,66,€675K
 Moi Delgado,64,€525K
 C. Washington,66,€825K
 D. Skhirtladze,65,€725K
 M. Al Otaibi,61,€300K
 J. Grant,64,€450K
 T. Wada,65,€450K
 M. Omoh,65,€650K
 F. Vismara,66,€200K
 D. Zuma,70,€2.5M
 P. Dziczek,62,€400K
 K. Marsh-Brown,62,€375K
 F. Piovaccari,67,€600K
 S. Glarner,62,€230K
 F. Pisacane,72,€2.1M
 J. Levi,66,€950K
 M. Etuin,61,€350K
 C. Baird,64,€650K
 J. Henriksen,56,€90K
 J. Pineda,67,€775K
 S. McLaughlin,66,€675K
 T. Bröker,62,€240K
 Ha Tae Goon,68,€900K
 L. Bender,61,€190K
 M. Rodriguez,62,€550K
 M. Mikkelsen,63,€325K
 J. Lescano,66,€850K
 S. van Beek,75,€8M
 S. Payne,66,€825K
 J. Rowley,61,€525K
 W. Burns,63,€550K
 Arroyo,72,€2.5M
 Z. Bakayogo,61,€180K
 J. Blayac,68,€475K
 J. King,62,€200K
 D. Ernst,63,€350K
 Viedma,60,€350K
 I. Kutepov,73,€5M
 C. Gameiro,62,€400K
 Z. Korcsmár,69,€850K
 A. Marchesano,61,€300K
 F. Lohkemper,65,€775K
 Garrido,71,€2.2M
 R. Anane-Gyasi,63,€500K
 Arellano,63,€575K
 R. Jensen,61,€400K
 D. Čavušević,66,€650K
 N. Eliasson,68,€1.4M
 G. Grigalava,70,€1.7M
 D. Rosende,62,€250K
 I. Depe,66,€800K
 O. Aydoğan,64,€775K
 F. Brügmann,63,€350K
 L. Jäger,65,€625K
 F. Sule,59,€220K
 K. Pedersen,68,€1.1M
 J. Edmundsson,62,€375K
 F. Boya,61,€325K
 Ibson Melo,65,€575K
 I. Leontyev,61,€325K
 T. Bingöl,67,€975K
 C. Wehan,61,€325K
 A. Grimaldi,68,€1.1M
 T. Aasheim,62,€400K
 Antonio Domínguez,62,€375K
 H. Alpsoy,64,€775K
 D. Vega,66,€825K
 T. Guidara,66,€900K
 C. Mafla,66,€700K
 L. Hallenius,65,€550K
 D. Björnquist,64,€350K
 M. Tall,64,€650K
 J. Jones,65,€950K
 D. Amankwaa,65,€725K
 S. Ngom,66,€875K
 T. Børven,65,€700K
 Teixeira José,65,€450K
 K. Enghardt,65,€600K
 O. Sanganté,61,€300K
 M. Christensen,59,€325K
 M. Parkhurst,70,€725K
 S. Crone,65,€575K
 M. Osman,66,€875K
 B. Cufré,63,€725K
 B. Van Durmen,63,€475K
 B. Acosta,71,€1.8M
 F. Chalov,69,€2M
 Nadjib,63,€575K
 T. Qalinge,69,€1.2M
 C. Songkrasin,66,€825K
 K. Pallesen,64,€375K
 P. Budkivskyi,70,€2.2M
 C. Edge,54,€110K
 H. Adıgüzel,61,€500K
 Douglas,72,€3.1M
 J. Düker,66,€875K
 D. Butler,61,€325K
 G. Puel,64,€425K
 A. Antilef,60,€425K
 J. Bjørdal,68,€600K
 Adriano Junqueiras,67,€750K
 Han Kwang Song,68,€1.9M
 F. Álvarez,63,€500K
 R. Ranftl,63,€450K
 E. Cubildas,72,€1.3M
 M. Gamakov,65,€675K
 M. Tombakti,63,€450K
 Lucas João,68,€1.2M
 C. Coleman,58,€200K
 S. Doukara,69,€1.3M
 M. Pavlović,72,€2.9M
 D. Chygrynskyi,76,€5.5M
 S. Di Carmine,68,€925K
 C. Erskine,66,€600K
 B. Jamieson IV,64,€750K
 M. Diakhaby,75,€8.5M
 A. Osman,65,€400K
 M. Oxborrow,57,€140K
 J. Anderson,62,€450K
 T. Ciğerci,65,€800K
 S. Abdullahi,71,€3.6M
 Pombaxinho,72,€1.3M
 M. Thuram,70,€2.7M
 N. Stierlin,62,€550K
 F. Leutenecker,63,€300K
 P. Ksyonz,63,€350K
 J. Mombris,67,€575K
 J. Bartkowski,65,€550K
 Y. Songo'o,63,€400K
 Luis Díaz,61,€375K
 S. Kotysch,68,€825K
 Cho Dong Gun,64,€400K
 M. Veljković,75,€8.5M
 L. Dickmann,67,€1M
 D. Thopola,67,€625K
 O. Sidibé,66,€350K
 B. Kluft,64,€475K
 J. Sánchez,65,€650K
 P. Karlsson,72,€2.1M
 O. Malik,63,€325K
 L. Mchedlidze,72,€3.3M
 M. Saunier,72,€2.9M
 V. Fındıklı,69,€1M
 C. Kennedy,62,€250K
 D. Fernández,59,€210K
 J. Jach,67,€925K
 J. Andersen,70,€2.3M
 S. Makarov,60,€250K
 J. Caenepeel,66,€925K
 O. Mihálik,67,€1.3M
 M. Wasilewski,70,€120K
 J. North,64,€110K
 B. Schwarz,62,€230K
 M. Vilhete,59,€200K
 J. Manns,64,€450K
 K. Gorré,64,€675K
 J. Mutambala,63,€400K
 S. Çikalleshi,70,€1.9M
 J. Hinestroza,65,€875K
 Fabri Arnoia,67,€850K
 R. Gaffney,63,€400K
 S. Decarli,72,€3.3M
 E. Correa,66,€825K
 Rafa Mir,67,€1.5M
 E. Quiñones,66,€650K
 R. Foster,63,€240K
 M. Mancosu,65,€425K
 Óscar Gil,66,€900K
 O. Albornoz,67,€1.1M
 O. Tounkara,63,€400K
 E. Johnson,62,€350K
 Samir,73,€4.4M
 B. Traoré,66,€700K
 N. Erlbeck,61,€325K
 S. Bidaoui,65,€575K
 F. De Col,68,€1M
 S. Schonlau,67,€850K
 T. Kehinde,62,€650K
 Hugo Álvarez,67,€450K
 I. Diop,76,€11M
 An Jin Beom,61,€325K
 J. Schryvers,63,€500K
 Y. Ito,57,€130K
 A. Akkaynak,62,€625K
 O. Richards,64,€825K
 B. Manu,62,€475K
 M. Multhaup,62,€550K
 L. Vásquez,69,€1.1M
 K. Tokura,68,€800K
 J. Lascelles,78,€12M
 D. Barreto,63,€475K
 Borja Mayoral,72,€5.5M
 M. Boman,67,€800K
 T. Roberts,64,€950K
 P. O'Conor,57,€100K
 L. Sepsi,66,€475K
 B. De Alba,66,€850K
 R. Floriano,64,€425K
 C. Henao,70,€1.6M
 J. Hunt,60,€200K
 Yoon Seung Won,66,€900K
 M. Kessel,60,€160K
 F. Platte,70,€2.9M
 J. Proctor,64,€550K
 H. Morita,64,€525K
 Muguruza,63,€500K
 R. Flanagan,61,€325K
 A. Bongiovanni,63,€725K
 D. Tshiembe,60,€250K
 R. Maniero,69,€1.1M
 Moon Chang Jin,67,€1M
 J. Collins,75,€2.7M
 J. Da Costa,71,€2.8M
 D. Bulman,60,€50K
 C. Martin,59,€180K
 J. Ramos,63,€475K
 H. Zapata,65,€825K
 K. Krasniqi,58,€200K
 S. Ben Youssef,71,€2.2M
 A. May,60,€350K
 J. Ardaiz,68,€1.6M
 P. Retre,61,€250K
 L. Vocaj,61,€300K
 M. Grgic,62,€375K
 A. Łukasiewicz,62,€90K
 H. Cochrane,61,€550K
 Arribas,74,€4.6M
 Gaztañaga,69,€1.1M
 J. Binnom-Williams,61,€275K
 J. Zwischenbrugger,65,€450K
 J. Duma,66,€850K
 R. Hayasaka,64,€400K
 G. Poynton,57,€160K
 J. Łukowski,60,€300K
 R. Nelson,64,€975K
 Pol Roigé,63,€475K
 C. Wyke,66,€850K
 O. Duarte,76,€6M
 J. San Román,70,€1.4M
 O. Wijndal,63,€650K
 V. Cabrera,69,€1.1M
 Alexandre Guedes,69,€1.4M
 Z. Ferhat,72,€3.9M
 M. Matvienko,66,€900K
 S. Pecorini,63,€400K
 J. Niezgoda,69,€1.6M
 B. Vérité,61,€450K
 R. James,59,€275K
 N. Belmonte,69,€775K
 M. Rochester Sørensen,61,€325K
 C. Bedia,69,€1.5M
 J. Collins,64,€500K
 Fran Vélez,67,€800K
 G. NGosso,68,€525K
 L. Mühl,68,€1.5M
 T. Dangda,67,€750K
 D. Riolfo,64,€475K
 T. Kutumela,66,€850K
 J. Sancho,68,€1.8M
 P. Tuszyński,65,€575K
 M. Rodríguez,65,€725K
 F. Mercado,70,€1.9M
 C. Luyindama,74,€6.5M
 M. Dąbrowski,71,€1.8M
 Cho Yong Hyung,65,€220K
 L. Diarte,70,€2M
 Manuel da Costa,72,€2.1M
 A. Zamudio,62,€650K
 C. Clifford,56,€110K
 B. Kasprzak,58,€140K
 G. Piovi,65,€700K
 S. Nabi,61,€375K
 O. Hawkins,65,€700K
 D. Irandust,66,€1M
 J. Kiersey,59,€325K
 B. Sabovic,59,€230K
 V. Ustinov,66,€625K
 Jo Soo Chul,63,€400K
 P. Sotiriou,69,€1.4M
 Nazario Serpe,67,€675K
 H. Hallberg,60,€325K
 Jonathan Reis,67,€800K
 E. Bajrami,62,€375K
 Z. Ondrášek,65,€550K
 B. Lika,62,€375K
 J. Partington,63,€300K
 Kang Ji Hoon,63,€525K
 Léo Jabá,69,€2.2M
 C. Buonaiuto,65,€675K
 F. Hormazábal,64,€775K
 A. Nuhiu,66,€675K
 M. Merghem,60,€300K
 S. Hutchinson,72,€3.1M
 G. Taylor,62,€250K
 C. Cásseres Jr,61,€500K
 K. Abrahams,62,€475K
 M. Varnier,70,€3.4M
 O. Güçtekin,60,€375K
 F. Diabaté,69,€1.8M
 C. Arcus,66,€800K
 Oriol Busquets,66,€1.2M
 A. Succar,65,€750K
 Heitinho Zanon,73,€1.6M
 R. Vitiello,68,€275K
 S. Ring,63,€450K
 A. Roldan,62,€500K
 C. Bravo,60,€300K
 B. Mechele,75,€7M
 A. Berry,60,€275K
 M. Blair,64,€450K
 C. González,68,€1.2M
 M. Cabit,66,€725K
 T. Reijnders,62,€525K
 T. Belmonte,61,€500K
 L. Banks,63,€625K
 P. Hatzidiakos,68,€1.1M
 Jean Carlos,65,€800K
 M. Tacalfred,66,€90K
 N. Roa,62,€350K
 J. Skarz,62,€250K
 M. Haber,62,€325K
 H. Akbunar,68,€1.2M
 A. Yahia,68,€210K
 A. Karadas,61,€120K
 R. Reid,65,€550K
 R. Gumny,68,€1.7M
 H. Al Qahtani,58,€190K
 T. Goiginger,64,€575K
 S. Väisänen,69,€1.2M
 Francis,67,€1.1M
 G. Güney,59,€300K
 K. Al Zealaiy,62,€275K
 D. Nothnagel,62,€350K
 J. Bøge,66,€525K
 S. Ntshangase,68,€1.2M
 Luis Ruiz,67,€825K
 J. Devitt,60,€220K
 P. Netzer,67,€525K
 E. Aguilar,64,€525K
 C. Pelagatti,66,€500K
 A. Webster,72,€3.5M
 I. Wilson,60,€375K
 F. Bay,58,€240K
 J. Bree,64,€875K
 K. Glik,84,€24M
 A. Portales,66,€725K
 B. Tekpetey,64,€975K
 K. Davis,64,€850K
 R. Gaddis,65,€450K
 H. El Helwe,63,€500K
 R. Kapic,59,€230K
 A. Uryga,66,€675K
 K. Ojo,65,€550K
 G. Moncini,67,€1.2M
 D. Bowles,64,€450K
 A. Toufiqui,60,€425K
 J. Lunney,58,€240K
 L. Geminiani,67,€725K
 S. Koita,69,€1.5M
 L. Angol,62,€400K
 D. Yao,62,€325K
 S. Napoleoni,69,€925K
 P. Ziegler,68,€850K
 A. Galabinov,71,€2.4M
 Y. Konno,67,€230K
 C. McGrandles,60,€350K
 Chuca,64,€725K
 H. Al Raheb,68,€575K
 L. Verna,65,€725K
 K. Bigler,58,€140K
 Sillero,63,€550K
 D. Restrepo,57,€120K
 Fábio Cardoso,72,€3.9M
 H. White,62,€300K
 S. Tomita,63,€325K
 O. Sow,66,€675K
 J. Lindsey,61,€450K
 M. Gouaida,65,€700K
 J. Helmer,64,€775K
 S. Ganz,67,€1.1M
 J. Correa,71,€3.2M
 M. Leitgeb,63,€275K
 D. Davydov,65,€850K
 A. Montalto,68,€900K
 M. Ahlinvi,60,€275K
 J. Davenport,62,€575K
 Gerson,66,€625K
 Bicho,67,€1.1M
 C. Shaughnessy,64,€675K
 Sarriegi,63,€500K
 S. Sandberg,64,€525K
 A. Evans,60,€425K
 W. Moke,66,€500K
 Lee Jeong Bin,61,€375K
 A. Al Mutairi,65,€475K
 M. Bakenga,64,€575K
 M. Balanta,67,€800K
 C. McAleny,63,€475K
 A. Madrid,60,€300K
 T. Campanini,60,€230K
 R. Bowman,64,€550K
 G. Buckley,61,€350K
 P. Diouf,64,€475K
 Edardynho Neto,63,€325K
 Titi,75,€5M
 A. Sambi Lokonga,63,€725K
 I. Angking,53,€110K
 A. Gnahoua,63,€450K
 J. Molumby,60,€400K
 D. Williams,63,€350K
 D. Perquis,64,€180K
 G. Páez,67,€825K
 J. Ruffels,61,€350K
 H. Dunk,62,€325K
 A. Ba,59,€275K
 D. Sorgić,64,€475K
 L. Ainsworth,65,€525K
 Evandro,65,€550K
 M. Wilusz,70,€1.4M
 C. Cercado,66,€525K
 O. Colley,74,€6M
 Lee Yun Pyo,67,€450K
 N. Alho,63,€475K
 R. Williams,66,€850K
 P. Pomykal,63,€725K
 M. Gibbs-White,63,€725K
 P. Olsen,63,€500K
 J. Janse,63,€240K
 K. Przybyłko,68,€1.2M
 D. Araki,55,€100K
 Javi Galán,65,€750K
 K. Hidalgo,67,€875K
 M. Hefele,70,€1.8M
 Jhonnattann,66,€675K
 Yoon Dong Min,60,€210K
 Luis Fernández,64,€650K
 J. Jervis,65,€650K
 R. Janga,69,€1.3M
 J. Thorsen,63,€300K
 J. Karlsson,63,€500K
 L. Kozák,70,€1.8M
 L. Hannant,58,€150K
 S. Olsson,65,€825K
 M. Lackner,65,€550K
 L. Stoll,63,€550K
 S. Magallán,60,€230K
 Danilo,77,€3.6M
 B. Kwiecień,63,€475K
 J. Fehr,63,€600K
 M. Hofmann,67,€825K
 N. Fujita,62,€275K
 N. De Medina,64,€650K
 G. Litteri,70,€1.8M
 G. Nepomuceno,65,€675K
 E. Wearen,56,€110K
 S. Anđelković,74,€3.8M
 F. Ananou,65,€700K
 S. Emmanuello,62,€400K
 R. Gondoh,57,€150K
 T. Vialla,61,€375K
 N. Sakemoto,63,€200K
 L. Putaro,68,€1.6M
 J. Chianese,62,€325K
 C. Amaya,65,€600K
 Insua,75,€7.5M
 M. Dalé,68,€800K
 G. Benítez,60,€240K
 J. Iloki,68,€1.1M
 S. Zenjov,63,€375K
 C. Rabitsch,60,€325K
 A. Izzo,76,€8.5M
 E. Nefiz,67,€1.2M
 M. Trianni,62,€375K
 Leandrinho,66,€575K
 U. Antuna,65,€1M
 V. Sierro,64,€675K
 J. Simpson,64,€475K
 V. Nelsson,65,€750K
 A. Mbengue,68,€1.1M
 T. van de Looi,62,€600K
 M. Bíttolo,65,€450K
 S. Kelly,64,€525K
 A. Rodman,65,€500K
 T. Dekker,65,€650K
 A. Ouahim,62,€525K
 D. Connolly,63,€550K
 M. Ambrose,63,€400K
 T. Elliott,65,€650K
 P. Staikos,60,€325K
 K. Zohore,72,€4.2M
 S. van Huffel,59,€250K
 Lim Min Hyuk,66,€925K
 R. Hunt,63,€450K
 Roberto Soira,69,€650K
 Akieme,64,€575K
 C. Giousis,65,€1.1M
 N. De Schutter,65,€425K
 Torres,61,€400K
 J. Garro,69,€1.4M
 A. Pérez,69,€1.1M
 J. O'Doherty,60,€300K
 N. Sangaré,65,€650K
 R. Thellufsen,62,€550K
 T. Jacobsen,62,€475K
 G. Shitolo,65,€450K
 A. Erlingmark,60,€350K
 Iu Ranera,61,€375K
 Z. Hines,61,€250K
 Ricardo,72,€425K
 R. Tait,65,€450K
 Lee Woong Hee,66,€525K
 S. D'Almeida,62,€375K
 A. Morelos,72,€5M
 Manel Royo,64,€525K
 C. Cooper,58,€220K
 E. Valencia,64,€1M
 D. Ljubicic,59,€300K
 F. Kath,65,€700K
 M. Sonnleitner,67,€575K
 I. Gómez,62,€525K
 I. Akhmetov,64,€975K
 A. Wheeler-Omiunu,58,€190K
 A. Sigurðsson,62,€625K
 R. Dwamena,67,€1.3M
 D. Ulm,64,€275K
 F. Escobar,67,€900K
 A. Khammas,63,€575K
 C. Özkan,60,€375K
 F. Veseli,70,€2M
 M. Chanot,71,€2.3M
 C. Jakobsen,66,€825K
 A. Zrelak,67,€1M
 E. Hooi,66,€775K
 S. Lauper,59,€275K
 Germán,71,€1.8M
 R. Muhammed,61,€350K
 R. Godínez,65,€625K
 R. Moriwaki,65,€375K
 H. Heath,60,€275K
 D. Erdmann,66,€625K
 T. Skarke,66,€925K
 P. Jerez,64,€250K
 C. Sheridan,68,€925K
 K. Mazek,65,€700K
 E. Ayuk,62,€525K
 O. Brennan,57,€160K
 P. Edwards,60,€140K
 R. Wolters,61,€275K
 Natinho Mestres,71,€2.1M
 F. Schnabel,63,€500K
 G. McSheffrey,61,€130K
 V. Parigini,68,€1.5M
 Jeong Dong Ho,66,€525K
 J. Phojo,64,€450K
 T. Nishimura,64,€625K
 J. Tjørnelund,64,€475K
 K. Kallaste,63,€300K
 M. Sansores,65,€650K
 J. Eggestein,66,€1.4M
 M. Britos,75,€4.5M
 J. Pereira,72,€2.3M
 J. Firpo,69,€1.5M
 D. Kolovetsios,72,€3.3M
 H. Matynia,65,€600K
 Miranda,65,€950K
 M. Maolida,69,€2.2M
 A. Trusty,66,€1M
 S. Barreiro,72,€3.9M
 Sanaldo Caiado,72,€2.4M
 B. Sankoh,67,€800K
 C. Mauersberger,61,€350K
 C. Arango,69,€1.6M
 F. Bechtholdt,64,€475K
 R. Barrios,65,€575K
 Bruno Reis,62,€475K
 C. Cathcart,73,€3.2M
 O. Turton,61,€275K
 K. Adorján,65,€700K
 Y. Ota,60,€100K
 K. Angielski,65,€750K
 F. Olsson,62,€240K
 R. Bennett,63,€375K
 H. Abe,68,€950K
 T. Sekine,69,€1.5M
 O. Kiomourtzoglou,63,€500K
 J. Carroll,60,€180K
 A. Gordon,65,€250K
 O. NDicka,64,€800K
 A. Hoffmann,72,€3.4M
 S. Rosted,70,€2.1M
 A. Rodríguez,58,€220K
 A. Jahović,74,€5.5M
 A. Amadi-Holloway,61,€350K
 B. Galván,58,€250K
 A. Mawson,75,€9M
 O. Khoblenko,69,€1.5M
 O. Velanas,63,€625K
 J. Djourou,73,€3M
 Jaílton Paraíba,66,€700K
 B. Spittal,65,€950K
 D. Maroh,75,€4.9M
 Toni Moya,61,€525K
 D. Malen,66,€1.2M
 M. Domizzi,71,€160K
 K. Günter,71,€2.8M
 K. Freiberger,65,€550K
 M. Bundu,62,€475K
 K. Kawamata,69,€1.1M
 J. Sterry,61,€325K
 Sito,64,€625K
 A. El Messaoudi,69,€1.3M
 K. Mawatari,62,€300K
 L. Cooper,70,€1.9M
 G. Bourillon,67,€300K
 D. Lloyd,63,€475K
 C. Manley,58,€180K
 L. Wilkinson,63,€375K
 N. Neidhart,64,€575K
 F. Portillo,64,€425K
 C. Villanueva,65,€210K
 M. López,64,€775K
 Gorosabel,65,€750K
 J. Torres,65,€875K
 A. Sandona,65,€575K
 E. Córdoba,65,€600K
 Bernard Vicidal,64,€350K
 I. Ouédraogo,65,€550K
 D. Poleon,65,€775K
 P. Sohm,65,€650K
 Guridi,66,€925K
 L. Manzaños,64,€350K
 A. Contreras,69,€1.2M
 J. Akpa Akpro,62,€240K
 J. Walsh,66,€725K
 Alberto Soro,61,€525K
 Brahim Díaz,67,€1.5M
 M. Madri,63,€400K
 Callejón,60,€350K
 M. Niemeyer,68,€1.3M
 Cristian Sanz,60,€350K
 T. Björkström,62,€300K
 Nélson Monte,71,€3M
 Moha,64,€700K
 Cantalapiedra,66,€900K
 J. Boye,71,€1.8M
 A. Akinfenwa,66,€300K
 M. Al Khodary,60,€250K
 I. Voca,61,€400K
 G. Thompson,60,€70K
 R. Cisneros,66,€1.3M
 H. Menosse,73,€3M
 D. Londoño,65,€700K
 J. Żubrowski,62,€350K
 J. Tamm,65,€575K
 C. Avevor,68,€925K
 H. Al Amiri,63,€475K
 Steven Vitória,67,€575K
 G. Giakoumakis,70,€2.5M
 M. Cassierra,70,€2.7M
 N. Husin,58,€275K
 R. Vera,67,€230K
 T. Akindele,66,€775K
 A. Kuen,62,€425K
 A. Claude-Maurice,63,€800K
 J. Pohl,63,€650K
 N. Varela,64,€475K
 C. Göbel,63,€375K
 D. Kelly-Evans,58,€275K
 V. Osimhen,68,€1.9M
 S. Dawson,63,€325K
 F. Jagiełło,63,€650K
 A. Engin,67,€1.4M
 D. Mast,66,€775K
 A. Fleming,59,€150K
 Jon Bautista,69,€1.6M
 M. Carayol,67,€775K
 A. Maxsø,68,€1.1M
 S. Oliveira,63,€275K
 A. Jagiełło,62,€425K
 Marc Cardona,68,€1.4M
 A. Hinestroza,65,€450K
 J. Arctander Moe,63,€475K
 M. Pugliese,60,€325K
 K. Al Anazi,60,€160K
 D. Kozica,63,€475K
 C. Pain,62,€425K
 T. van Weert,68,€950K
 A. Chatzigiovanis,67,€1.2M
 O. Osawe,68,€1.2M
 Kim Young Sin,61,€220K
 M. Dube,65,€600K
 T. Broadbent,64,€400K
 S. Saucedo,64,€725K
 P. Vignaud,62,€90K
 G. Ariyibi,67,€1.1M
 D. Lewington,63,€150K
 C. Falletti,67,€1M
 J. Van Damme,64,€500K
 J. Gradit,67,€800K
