Special,Value,Age,Overall
1547,230000,21,59
1547,375000,27,64
1547,1000000,30,71
1546,625000,23,64
1546,675000,21,64
1546,400000,30,65
1546,70000,25,54
1546,575000,23,65
1546,200000,23,59
1546,475000,30,66
1546,450000,25,63
1546,110000,17,55
1546,110000,22,55
1546,140000,20,56
1546,150000,22,58
1546,275000,23,61
1546,325000,22,61
1546,725000,23,65
1546,1000000,21,66
1546,130000,25,58
1546,190000,33,62
1546,3000000,27,73
1546,120000,21,57
1546,130000,24,58
1545,925000,22,66
1545,140000,20,56
1545,675000,24,65
1545,325000,23,61
1545,2000000,25,71
1545,220000,20,59
1545,650000,19,63
1545,725000,17,63
1545,4000000,20,72
1545,500000,24,63
1545,925000,23,66
1545,1000000,29,71
1545,350000,23,61
1545,450000,20,60
1545,1000000,23,70
1545,1000000,21,69
1545,425000,21,62
1545,170000,22,58
1545,625000,24,65
1545,550000,25,64
1544,725000,17,63
1544,650000,20,63
1544,700000,24,65
1544,180000,17,56
1544,325000,19,59
1544,975000,24,67
1544,400000,19,60
1544,650000,19,62
1544,150000,26,58
1544,425000,18,62
1544,90000,18,52
1544,1000000,28,71
1544,450000,18,61
1544,180000,19,58
1544,300000,27,63
1544,425000,22,62
1544,180000,22,59
1544,2000000,22,70
1544,275000,19,58
1544,150000,19,56
1543,1000000,26,69
1543,230000,20,58
1543,775000,21,64
1543,150000,19,56
1543,475000,21,63
1543,1000000,22,67
1543,1000000,31,71
1543,425000,18,60
1543,425000,25,64
1543,550000,19,61
1543,300000,22,61
1543,825000,19,64
1543,1000000,30,70
1543,725000,30,67
1543,575000,22,63
1543,1000000,21,66
1542,350000,24,61
1542,1000000,21,68
1542,525000,22,63
1542,625000,30,66
1542,220000,20,58
1542,100000,21,55
1542,500000,20,62
1542,375000,27,64
1542,350000,19,60
1542,275000,29,63
1542,750000,18,64
1542,130000,25,58
1542,425000,20,63
1542,300000,22,61
1541,450000,20,61
1541,725000,24,65
1541,325000,24,61
1541,1000000,25,70
1541,220000,23,59
1541,625000,19,63
1541,190000,19,57
1541,140000,19,56
1541,230000,29,62
1541,300000,19,60
1541,2000000,31,72
1541,450000,22,62
1541,525000,32,68
1540,1000000,29,70
1540,350000,19,60
1540,2000000,26,71
1540,325000,22,61
1540,950000,24,68
1540,500000,23,63
1540,325000,25,61
1540,200000,22,59
1540,1000000,23,68
1540,975000,25,67
1540,300000,28,63
1540,325000,22,60
1540,275000,17,59
1540,1000000,30,71
1540,1000000,30,70
1540,900000,19,66
1540,250000,27,62
1539,825000,20,65
1539,500000,17,61
1539,725000,17,63
1539,650000,19,65
1539,275000,20,58
1539,130000,19,55
1539,875000,23,66
1539,425000,30,64
1539,575000,29,67
1539,190000,30,61
1539,250000,24,60
1539,1000000,25,69
1539,300000,16,59
1539,240000,26,61
1539,300000,19,59
1539,625000,30,66
1539,450000,21,62
1539,250000,28,61
1539,2000000,23,70
1539,725000,21,65
1539,150000,21,57
1539,325000,23,61
1539,140000,21,57
1538,3000000,26,73
1538,180000,25,59
1538,60000,30,55
1538,2000000,25,72
1538,600000,20,64
1538,110000,25,57
1538,1000000,36,76
1538,450000,32,67
1538,650000,25,66
1538,3000000,29,72
1538,180000,18,57
1538,925000,26,68
1538,190000,20,57
1538,575000,21,63
1538,140000,34,64
1538,575000,21,64
1538,5000000,27,74
1538,475000,29,66
1538,180000,22,59
1538,500000,20,62
1538,1000000,24,68
1538,675000,31,67
1538,900000,17,64
1537,140000,22,57
1537,500000,29,66
1537,180000,25,59
1537,400000,22,62
1537,575000,23,64
1537,550000,22,63
1537,210000,35,68
1537,230000,18,58
1537,350000,27,63
1537,110000,19,53
1537,575000,24,65
1537,425000,29,65
1537,325000,28,62
1537,220000,19,58
1537,350000,24,62
1537,825000,28,68
1537,325000,18,59
1537,275000,30,63
1537,525000,21,62
1537,350000,20,62
1537,400000,23,62
1537,725000,32,68
1536,300000,21,61
1536,1000000,24,68
1536,300000,17,59
1536,650000,18,63
1536,1000000,28,70
1536,140000,18,54
1536,375000,18,60
1536,190000,24,59
1536,775000,30,69
1536,625000,19,63
1536,825000,29,69
1536,300000,21,60
1536,475000,20,62
1536,230000,18,59
1536,725000,23,65
1535,170000,18,56
1535,5000000,30,76
1535,475000,28,64
1535,600000,22,65
1535,140000,24,57
1535,325000,24,61
1535,550000,21,64
1535,180000,35,67
1535,400000,23,62
1535,1000000,20,68
1535,170000,23,59
1535,925000,18,64
1535,170000,20,57
1535,525000,23,64
1535,2000000,25,71
1535,925000,25,67
1535,375000,21,62
1535,650000,25,65
1535,775000,26,66
1535,210000,18,57
1535,130000,35,65
1535,140000,20,56
1535,140000,22,57
1535,1000000,23,68
1535,3000000,31,73
1535,200000,25,60
1535,180000,23,59
1534,3000000,21,72
1534,240000,19,58
1534,210000,24,59
1534,525000,25,64
1534,4000000,24,73
1534,450000,25,63
1534,425000,19,63
1534,140000,34,64
1534,700000,29,68
1534,825000,21,65
1534,800000,26,67
1534,180000,17,56
1534,300000,26,62
1534,160000,18,55
1534,90000,22,55
1534,375000,22,62
1534,100000,28,58
1534,190000,19,56
1534,525000,21,62
1534,450000,19,62
1534,900000,25,67
1534,450000,21,62
1534,550000,20,62
1534,450000,37,75
1534,850000,23,66
1534,450000,19,60
1534,475000,26,65
1533,6000000,27,75
1533,1000000,25,68
1533,110000,23,55
1533,700000,24,65
1533,110000,22,56
1533,140000,33,63
1533,850000,18,64
1533,130000,21,56
1533,120000,23,56
1533,525000,22,63
1533,220000,33,65
1533,675000,27,66
1533,975000,18,65
1533,400000,21,62
1533,120000,17,56
1533,5000000,23,73
1533,250000,18,59
1533,500000,17,61
1532,475000,25,63
1532,240000,34,64
1532,450000,20,61
1532,425000,18,60
1532,700000,22,64
1532,700000,24,65
1532,350000,23,62
1532,200000,23,59
1532,350000,24,62
1532,140000,19,55
1532,350000,21,62
1532,325000,23,61
1532,150000,19,56
1532,170000,27,60
1532,525000,22,63
1532,350000,29,63
1532,625000,19,63
1532,350000,21,60
1531,375000,25,62
1531,375000,32,66
1531,525000,18,61
1531,425000,20,62
1531,2000000,17,69
1531,300000,28,62
1531,700000,31,69
1531,4000000,29,74
1531,250000,24,60
1531,525000,28,66
1531,975000,18,66
1531,4000000,24,73
1531,110000,18,54
1531,475000,23,63
1531,2000000,26,71
1531,110000,25,57
1531,275000,23,60
1531,1000000,30,71
1531,475000,19,61
1531,750000,18,63
1531,375000,20,60
1531,525000,31,67
1531,450000,20,61
1531,275000,24,60
1531,875000,23,67
1531,925000,25,69
1531,650000,17,62
1530,210000,22,59
1530,625000,18,62
1530,210000,32,63
1530,275000,29,63
1530,500000,19,62
1530,180000,20,58
1530,750000,16,63
1530,375000,21,61
1530,375000,21,61
1530,400000,21,61
1530,200000,25,59
1530,300000,22,61
1530,3000000,26,72
1530,4000000,28,74
1530,2000000,27,71
1530,180000,22,58
1530,2000000,27,71
1530,425000,18,60
1530,525000,22,64
1530,400000,31,64
1529,600000,21,63
1529,500000,22,63
1529,425000,30,64
1529,100000,22,55
1529,8000000,27,77
1529,160000,15,55
1529,1000000,25,69
1529,575000,19,63
1529,210000,18,58
1529,550000,29,65
1529,325000,20,60
1529,400000,25,63
1529,1000000,21,69
1529,1000000,25,69
1529,550000,26,66
1529,210000,21,58
1529,2000000,27,71
1528,575000,27,65
1528,250000,33,66
1528,625000,24,64
1528,1000000,20,67
1528,350000,16,59
1528,525000,18,61
1528,400000,19,61
1528,950000,34,72
1528,325000,21,61
1528,1000000,29,70
1528,650000,20,65
1528,7000000,29,77
1528,450000,19,60
1528,425000,22,63
1528,140000,18,57
1528,7000000,23,75
1528,180000,18,56
1528,500000,17,61
1528,250000,33,66
1528,170000,27,60
1528,350000,22,61
1528,600000,22,64
1528,400000,19,60
1528,325000,19,61
1528,140000,23,57
1528,210000,28,60
1528,150000,30,60
1528,150000,21,57
1527,475000,20,61
1527,110000,17,55
1527,300000,26,61
1527,210000,28,60
1527,350000,24,62
1527,350000,22,62
1527,130000,21,56
1527,1000000,36,76
1527,550000,27,66
1527,575000,24,65
1527,750000,19,64
1527,400000,21,61
1527,700000,31,69
1527,700000,29,68
1527,425000,18,60
1527,2000000,27,71
1526,700000,23,65
1526,625000,18,62
1526,625000,28,67
1526,1000000,20,68
1526,200000,20,57
1526,1000000,17,67
1526,220000,19,58
1526,900000,22,67
1526,350000,23,61
1526,475000,20,62
1526,300000,21,60
1526,180000,18,56
1526,3000000,25,73
1526,775000,24,66
1526,650000,24,65
1526,925000,18,64
1526,4000000,24,73
1526,2000000,30,72
1526,130000,19,57
1526,275000,24,61
1526,180000,26,60
1526,1000000,20,67
1526,450000,18,61
1526,1000000,26,69
1525,425000,31,66
1525,3000000,25,71
1525,210000,22,59
1525,210000,27,61
1525,475000,20,61
1525,375000,23,62
1525,140000,32,61
1525,550000,21,63
1525,300000,17,59
1525,750000,18,63
1525,600000,17,62
1525,550000,20,61
1525,350000,20,61
1525,180000,19,59
1525,800000,19,63
1525,275000,23,61
1525,500000,29,66
1525,250000,24,60
1525,170000,27,60
1525,525000,19,63
1525,230000,31,61
1524,190000,18,57
1524,725000,30,67
1524,130000,24,57
1524,375000,28,63
1524,240000,22,60
1524,600000,23,64
1524,400000,22,62
1524,120000,18,53
1524,650000,19,63
1524,775000,30,69
1524,650000,27,67
1524,475000,20,63
1524,600000,22,64
1524,1000000,30,70
1524,130000,19,56
1524,200000,34,66
1524,675000,21,65
1524,190000,19,56
1524,625000,18,62
1524,450000,19,60
1524,775000,21,65
1524,120000,20,56
1523,1000000,27,70
1523,240000,19,59
1523,725000,17,63
1523,250000,21,60
1523,180000,17,56
1523,230000,21,59
1523,4000000,23,73
1523,100000,17,55
1523,500000,18,62
1523,190000,20,58
1523,4000000,19,72
1523,300000,20,60
1523,300000,17,59
1523,100000,20,54
1523,300000,20,60
1523,200000,17,58
1523,1000000,24,67
1523,325000,23,61
1523,725000,23,65
1523,350000,21,62
1523,325000,24,61
1523,190000,24,59
1522,525000,18,61
1522,190000,21,58
1522,675000,22,64
1522,325000,28,62
1522,550000,20,62
1522,400000,20,62
1522,180000,23,59
1522,425000,20,62
1522,425000,23,63
1522,900000,23,67
1521,425000,33,69
1521,425000,26,63
1521,190000,19,56
1521,500000,19,62
1521,425000,22,63
1521,300000,19,59
1521,900000,17,64
1521,275000,21,60
1521,1000000,20,68
1521,1000000,22,68
1521,275000,21,60
1521,450000,26,63
1521,1000000,19,68
1521,300000,23,61
1521,4000000,28,74
1520,1000000,24,69
1520,675000,21,64
1520,450000,28,65
1520,130000,18,55
1520,1000000,21,67
1520,250000,16,58
1520,275000,27,61
1520,190000,21,58
1520,650000,29,66
1520,525000,18,61
1520,350000,22,61
1520,1000000,22,67
1520,350000,25,62
1520,400000,30,65
1520,875000,27,68
1520,775000,26,68
1520,240000,17,59
1520,350000,21,62
1520,450000,20,61
1520,210000,21,58
1520,450000,25,63
1519,3000000,31,74
1519,800000,19,63
1519,325000,24,61
1519,700000,24,66
1519,750000,19,66
1519,350000,23,61
1519,650000,19,62
1519,2000000,27,72
1519,190000,19,56
1519,210000,22,59
1519,130000,18,56
1519,650000,21,63
1519,950000,18,64
1519,450000,32,67
1518,250000,28,61
1518,450000,22,62
1518,180000,17,56
1518,130000,19,55
1518,50000,35,57
1518,2000000,18,70
1518,825000,20,63
1518,875000,17,66
1518,425000,17,60
1518,625000,20,63
1518,450000,19,62
1518,650000,17,63
1518,375000,25,62
1518,550000,19,61
1518,450000,20,60
1518,550000,21,62
1518,1000000,30,71
1518,210000,27,61
1517,450000,19,60
1517,150000,21,58
1517,775000,25,67
1517,1000000,21,68
1517,150000,28,59
1517,325000,18,59
1517,90000,20,54
1517,275000,18,59
1517,450000,20,62
1517,300000,21,60
1517,140000,23,57
1517,300000,20,60
1517,7000,39,59
1517,275000,29,63
1517,600000,29,67
1517,650000,19,62
1517,500000,20,62
1517,170000,20,57
1517,525000,23,63
1517,300000,32,65
1517,375000,25,62
1517,350000,22,62
1517,350000,20,61
1517,400000,19,60
1517,325000,18,60
1517,375000,27,63
1517,675000,25,66
1517,200000,26,60
1516,350000,19,60
1516,975000,20,67
1516,600000,22,64
1516,575000,18,62
1516,3000000,21,72
1516,150000,23,58
1516,525000,28,66
1516,300000,26,62
1516,275000,22,61
1516,90000,22,55
1516,900000,22,67
1516,1000000,26,70
1516,275000,20,59
1516,200000,20,58
1516,325000,34,69
1516,160000,18,55
1516,800000,18,65
1516,425000,33,69
1516,275000,17,58
1516,275000,18,59
1515,220000,19,59
1515,300000,27,62
1515,1000000,17,67
1515,240000,22,59
1515,450000,26,63
1515,300000,18,60
1515,150000,20,57
1515,275000,23,60
1515,775000,30,69
1515,1000000,25,69
1515,575000,18,62
1515,120000,24,57
1515,350000,20,59
1515,1000000,24,67
1515,375000,18,61
1515,475000,25,63
1515,550000,25,65
1515,325000,20,61
1515,250000,19,59
1515,100000,27,58
1515,2000000,32,73
1515,650000,25,65
1515,140000,21,56
1515,375000,31,65
1515,400000,24,62
1514,525000,32,68
1514,120000,20,54
1514,525000,21,62
1514,1000000,20,68
1514,140000,19,56
1514,800000,26,66
1514,400000,23,62
1514,900000,26,68
1514,4000000,29,74
1514,375000,25,63
1514,750000,17,63
1514,425000,19,61
1514,550000,21,63
1514,350000,21,62
1514,975000,22,67
1514,725000,27,67
1514,1000000,27,70
1514,200000,28,61
1514,2000000,20,70
1513,600000,32,69
1513,525000,18,61
1513,210000,18,57
1513,475000,19,61
1513,625000,23,64
1513,725000,23,65
1513,1000000,25,69
1513,275000,18,59
1513,160000,24,58
1513,750000,17,63
1513,450000,19,60
1513,400000,20,61
1513,2000000,22,71
1513,475000,19,62
1513,2000000,21,71
1513,550000,21,63
1513,120000,19,55
1513,850000,28,69
1513,1000000,22,68
1513,100000,24,56
1513,425000,22,62
1513,450000,20,60
1512,425000,20,62
1512,5000000,26,74
1512,4000000,25,73
1512,400000,20,60
1512,1000000,22,67
1512,110000,20,55
1512,300000,21,60
1512,220000,26,60
1512,725000,28,68
1512,525000,22,63
1512,750000,18,63
1512,625000,24,65
1512,150000,26,59
1512,140000,21,57
1512,750000,24,66
1512,375000,25,63
1512,450000,26,64
1512,6000000,31,77
1512,1000000,19,65
1512,130000,36,63
1511,500000,21,62
1511,775000,24,66
1511,800000,25,67
1511,300000,22,60
1511,110000,20,55
1511,210000,32,63
1511,650000,20,65
1511,675000,20,63
1511,150000,22,57
1511,350000,19,61
1511,250000,27,62
1510,375000,32,66
1510,800000,24,67
1510,850000,21,65
1510,160000,27,59
1510,725000,24,65
1510,425000,19,63
1510,475000,35,69
1510,2000000,18,69
1510,600000,31,68
1510,275000,25,61
1510,325000,24,61
1510,450000,18,61
1510,550000,21,64
1510,1000000,24,68
1510,325000,21,60
1510,425000,23,62
1510,1000000,19,65
1510,550000,18,62
1510,375000,20,62
1510,375000,18,60
1510,900000,21,66
1510,130000,17,54
1509,200000,19,58
1509,325000,21,61
1509,550000,18,62
1509,275000,18,59
1509,90000,22,53
1509,230000,21,59
1509,325000,18,59
1509,130000,20,57
1509,230000,21,59
1509,925000,23,67
1509,775000,20,64
1509,350000,21,61
1509,275000,22,60
1509,275000,27,62
1509,1000000,20,66
1509,230000,20,57
1509,2000000,28,71
1509,1000000,25,70
1509,375000,32,66
1509,625000,28,67
1508,425000,22,62
1508,2000000,24,71
1508,675000,25,65
1508,180000,20,57
1508,1000000,19,67
1508,500000,20,61
1508,140000,20,57
1508,950000,33,71
1508,925000,18,64
1508,400000,24,62
1508,400000,30,65
1508,1000000,25,70
1508,1000000,29,70
1508,2000000,21,70
1508,850000,20,65
1508,375000,18,60
1508,140000,31,60
1508,775000,23,65
1508,750000,18,63
1508,450000,25,63
1508,425000,22,62
1508,230000,26,60
1508,275000,24,62
1508,120000,22,57
1508,350000,20,59
1508,80000,33,60
1507,2000000,26,71
1507,2000000,21,70
1507,230000,34,67
1507,450000,28,65
1507,120000,21,55
1507,130000,20,57
1507,375000,18,60
1507,500000,23,63
1507,350000,29,64
1507,875000,26,68
1507,200000,25,60
1507,450000,19,60
1507,425000,20,62
1507,190000,21,59
1507,475000,27,64
1507,275000,22,60
1507,140000,19,55
1507,850000,21,66
1506,525000,32,68
1506,110000,27,58
1506,525000,32,66
1506,325000,21,60
1506,475000,25,64
1506,325000,20,60
1506,925000,26,68
1506,2000000,31,73
1506,400000,27,63
1506,2000000,24,70
1506,210000,27,61
1506,375000,24,62
1506,250000,27,62
1506,925000,25,67
1506,450000,21,62
1506,650000,19,63
1506,850000,19,65
1506,700000,19,63
1506,725000,24,65
1506,325000,27,62
1505,350000,22,61
1505,220000,22,60
1505,500000,22,63
1505,600000,24,65
1505,375000,22,62
1505,220000,33,63
1505,275000,30,63
1505,600000,29,67
1505,160000,27,59
1505,300000,28,63
1505,100000,22,54
1505,1000000,26,69
1505,210000,21,59
1505,525000,25,65
1505,600000,19,64
1505,150000,19,56
1505,220000,22,59
1505,210000,16,57
1505,3000000,22,72
1504,130000,18,56
1504,425000,20,61
1504,120000,26,57
1504,350000,26,63
1504,230000,25,60
1504,525000,23,63
1504,10000000,20,76
1504,170000,20,58
1504,2000000,27,71
1504,500000,19,62
1504,130000,19,56
1504,300000,20,60
1504,250000,27,62
1504,50000,36,59
1504,550000,20,62
1504,300000,23,61
1504,750000,18,64
1504,230000,23,60
1504,925000,18,64
1504,600000,16,62
1504,500000,19,61
1504,180000,21,58
1504,450000,20,62
1504,140000,22,57
1504,2000000,21,70
1503,625000,28,67
1503,130000,19,53
1503,100000,19,53
1503,875000,24,66
1503,1000000,21,69
1503,150000,20,56
1503,70000,33,57
1503,110000,22,55
1503,450000,25,64
1503,170000,26,59
1503,250000,25,61
1503,300000,17,59
1503,475000,23,63
1503,350000,23,62
1503,240000,23,60
1503,650000,21,65
1502,1000000,23,69
1502,230000,21,59
1502,475000,22,62
1502,140000,18,54
1502,975000,19,64
1502,140000,19,56
1502,525000,25,65
1502,250000,28,61
1502,1000000,23,69
1502,525000,30,65
1502,675000,30,68
1502,525000,26,65
1502,450000,20,60
1502,575000,22,64
1502,350000,22,62
1502,650000,18,64
1502,160000,20,57
1502,425000,33,69
1502,240000,19,59
1502,550000,22,63
1502,550000,17,61
1502,475000,20,61
1502,130000,19,56
1502,550000,26,65
1501,450000,26,63
1501,325000,19,59
1501,100000,17,53
1501,200000,24,59
1501,550000,17,61
1501,100000,33,61
1501,220000,19,57
1501,475000,22,62
1501,230000,22,59
1501,725000,21,64
1501,240000,21,60
1501,950000,17,65
1501,750000,24,65
1501,500000,21,62
1501,240000,21,59
1501,500000,22,63
1501,650000,24,65
1501,350000,20,59
1501,180000,18,56
1501,475000,20,61
1501,200000,20,58
1501,750000,19,65
1501,375000,25,63
1501,150000,18,56
1501,1000000,25,69
1501,425000,20,60
1500,825000,25,66
1500,160000,27,59
1500,575000,30,67
1500,3000000,29,73
1500,180000,21,59
1500,450000,21,62
1500,170000,26,59
1500,450000,27,65
1500,425000,19,61
1500,120000,23,56
1500,400000,20,61
1500,500000,23,64
1500,210000,20,58
1500,130000,20,56
1500,160000,21,58
1500,250000,19,58
1500,140000,36,69
1500,425000,22,63
1500,500000,20,63
1500,30000,33,55
1499,675000,18,63
1499,1000000,27,70
1499,325000,27,62
1499,2000000,19,70
1499,525000,21,62
1499,150000,17,56
1499,160000,17,55
1499,160000,17,55
1499,2000000,21,70
1499,950000,18,64
1499,675000,30,68
1499,150000,18,55
1499,875000,27,68
1499,250000,18,59
1499,850000,21,65
1499,500000,22,63
1499,2000000,22,70
1499,400000,23,62
1499,350000,23,61
1499,1000000,23,68
1499,160000,20,56
1499,350000,34,66
1499,150000,23,58
1498,1000000,32,71
1498,300000,19,59
1498,90000,22,55
1498,250000,17,58
1498,300000,17,60
1498,350000,18,60
1498,750000,23,65
1498,190000,21,59
1498,5000000,30,76
1498,110000,22,54
1498,1000000,23,68
1498,1000000,31,70
1498,425000,18,60
1498,325000,19,59
1498,625000,25,66
1498,250000,21,59
1497,6000000,23,74
1497,925000,23,66
1497,190000,18,57
1497,575000,33,68
1497,750000,25,67
1497,800000,19,63
1497,925000,22,66
1497,550000,22,64
1497,1000000,19,68
1497,325000,20,61
1497,300000,21,59
1497,150000,19,57
1497,375000,20,61
1497,450000,19,61
1497,300000,26,61
1497,400000,27,63
1497,375000,19,61
1497,350000,24,62
1497,350000,20,60
1497,180000,18,56
1497,20000,38,55
1497,975000,25,67
1496,1000000,23,67
1496,300000,23,61
1496,90000,20,55
1496,600000,29,67
1496,200000,30,60
1496,130000,18,56
1496,275000,22,60
1496,400000,24,62
1496,350000,19,60
1496,1000000,20,67
1496,425000,23,62
1496,150000,21,58
1496,300000,17,59
1496,2000000,31,73
1496,350000,22,62
1496,120000,22,57
1496,500000,22,63
1496,160000,20,56
1496,1000000,26,69
1496,275000,22,60
1496,625000,23,65
1496,600000,23,64
1496,170000,19,55
1495,3000000,29,73
1495,220000,19,57
1495,210000,18,57
1495,1000000,23,68
1495,120000,17,55
1495,275000,16,59
1495,180000,23,58
1495,525000,26,64
1495,190000,19,57
1495,275000,23,60
1495,220000,19,57
1495,325000,21,61
1495,775000,26,66
1495,275000,30,63
1495,350000,22,62
1495,475000,20,62
1495,170000,23,58
1494,650000,17,63
1494,350000,22,62
1494,300000,23,61
1494,2000000,23,70
1494,250000,18,58
1494,375000,17,60
1494,700000,19,63
1494,525000,20,62
1494,130000,19,54
1494,1000000,25,69
1494,325000,20,60
1494,300000,18,60
1494,550000,19,61
1494,300000,26,62
1494,900000,21,66
1494,140000,18,56
1494,2000000,24,70
1494,150000,19,55
1494,300000,30,62
1494,625000,18,62
1494,90000,22,54
1494,350000,19,60
1494,325000,24,61
1493,300000,28,63
1493,200000,20,58
1493,150000,33,63
1493,400000,20,61
1493,1000000,24,69
1493,240000,22,59
1493,725000,24,65
1493,300000,19,59
1493,150000,19,58
1493,625000,23,64
1493,25000,37,56
1493,130000,21,56
1493,200000,21,58
1493,1000000,24,68
1493,275000,24,61
1493,240000,19,59
1493,500000,25,64
1493,375000,19,61
1493,250000,19,58
1493,275000,23,60
1493,350000,28,64
1493,220000,22,59
1493,850000,28,69
1493,250000,21,59
1493,450000,20,61
1492,375000,31,65
1492,140000,19,56
1492,525000,25,65
1492,475000,19,62
